evolution_tree_id,pokemon_form_id,text_markup,text_html,grid_column,grid_row
84,219,,,1,1
84,220,{Lv. 18;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 18</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
85,221,,,1,1
85,222,{Lv. 22;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 22</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
86,224,,,1,1
86,225,{Lv. 27;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 27</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
87,229,,,1,1
87,230,{Lv. Up;ITEM;rare-candy} with high friendship,"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. Up</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> with high friendship",2,1
87,574,{Shiny Stone;ITEM;shiny-stone},"<a href=""/items/shiny-stone"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Shiny Stone</span><img src=""https://cdn.pokedb.org/0ddb72eea8b0f525ce0f07ca593408e369e3c60f7f4d5091bc5e2e44514620f0w20h20"" width=""20"" height=""20"" alt=""Item Icon for Shiny Stone"" style=""width: 20px; height: 20px""></a>",3,1
88,231,,,1,1
88,232,{Lv. 25;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 25</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
89,233,,,1,1
89,234,{Lv. 15;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 15</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
89,235,{Lv. 30;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 30</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",3,1
90,369,,,1,1
90,238,{Lv. Up;ITEM;rare-candy} with high friendship,"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. Up</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> with high friendship",2,1
90,239,{Lv. 18;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 18</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",3,1
91,541,,,1,1
91,240,{Lv. Up;ITEM;rare-candy} while knowing {Mimic;MOVE;mimic},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. Up</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> while knowing <a href=""/moves/mimic"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Mimic</span></a>",2,1
92,242,,,1,1
92,243,{Lv. 18;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 18</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
92,244,{Lv. 27;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 27</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",3,1
93,245,,,1,1
93,526,{Lv. Up;ITEM;rare-candy} while knowing {Double Hit;MOVE;double-hit},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. Up</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> while knowing <a href=""/moves/double-hit"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Double Hit</span></a>",2,1
94,246,,,1,1
94,247,{Sun Stone;ITEM;sun-stone},"<a href=""/items/sun-stone"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Sun Stone</span><img src=""https://cdn.pokedb.org/38b90795eb90afca226b7010114d66881cd064a47a8c406b965df388e17702c7w20h20"" width=""20"" height=""20"" alt=""Item Icon for Sun Stone"" style=""width: 20px; height: 20px""></a>",2,1
95,248,,,1,1
95,575,{Lv. Up;ITEM;rare-candy} while knowing {Ancient Power;MOVE;ancient-power},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. Up</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> while knowing <a href=""/moves/ancient-power"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Ancient Power</span></a>",2,1
96,249,,,1,1
96,251,{Lv. 20;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 20</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
96,250,,,1,2
96,1234,{Lv. 20;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 20</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,2
97,254,,,1,1
97,533,{Dusk Stone;ITEM;dusk-stone},"<a href=""/items/dusk-stone"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Dusk Stone</span><img src=""https://cdn.pokedb.org/8f1a73edf930ee9027d420ebee4184f7963d09d32445ca3013ae3d8e70796f61w20h20"" width=""20"" height=""20"" alt=""Item Icon for Dusk Stone"" style=""width: 20px; height: 20px""></a>",2,1
98,257,,,1,1
98,532,{Dusk Stone;ITEM;dusk-stone},"<a href=""/items/dusk-stone"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Dusk Stone</span><img src=""https://cdn.pokedb.org/8f1a73edf930ee9027d420ebee4184f7963d09d32445ca3013ae3d8e70796f61w20h20"" width=""20"" height=""20"" alt=""Item Icon for Dusk Stone"" style=""width: 20px; height: 20px""></a>",2,1
99,258,,,1,1
100,444,,,1,1
100,259,{Lv. 15;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 15</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
101,260,,,1,1
101,1235,{Lv. Up;ITEM;rare-candy} while knowing {Twin Beam;MOVE;twin-beam},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. Up</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> while knowing <a href=""/moves/twin-beam"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Twin Beam</span></a>",2,1
102,261,,,1,1
102,262,{Lv. 31;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 31</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
103,263,,,1,1 / span 2
103,1236,{Lv. Up;ITEM;rare-candy} while knowing {Hyper Drill;MOVE;hyper-drill}<br/>99% chance,"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. Up</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> while knowing <a href=""/moves/hyper-drill"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Hyper Drill</span></a><br>99% chance",2,1
103,1237,{Lv. Up;ITEM;rare-candy} while knowing {Hyper Drill;MOVE;hyper-drill}<br/>1% chance,"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. Up</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> while knowing <a href=""/moves/hyper-drill"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Hyper Drill</span></a><br>1% chance",2,2
104,264,,,1,1
104,578,{Lv. Up;ITEM;rare-candy} while holding {Razor Fang;ITEM;razor-fang}<br/>at night,"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. Up</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> while holding <a href=""/items/razor-fang"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Razor Fang</span><img src=""https://cdn.pokedb.org/14ecd1d3e5bc678c0b5d4953a83b7998141e158b63a807e10ab7daa0d7e1db4ew20h20"" width=""20"" height=""20"" alt=""Item Icon for Razor Fang"" style=""width: 20px; height: 20px""></a><br>at night",2,1
105,267,,,1,1
105,268,{Lv. 23;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 23</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
106,269,,,1 / span 2,1
106,270,,,1,2
106,1149,{Lv. Up;ITEM;rare-candy} while knowing {Barb Barrage;MOVE;barb-barrage}<br/>or use Barb Barrage 20 times in the strong style {LA;GAME;legends-arceus},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. Up</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> while knowing <a href=""/moves/barb-barrage"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Barb Barrage</span></a><br>or use Barb Barrage 20 times in the strong style <div class=""inline-flex max-w-max overflow-hidden rounded-md border-[2px] border-solid border-black""><span class=""flex h-full w-max items-center justify-center justify-items-center px-1 text-center font-bold"" style=""background-color: #435861; color: #FFFFFF;"">LA</span></div>",2,2
107,273,,,1,1
108,274,,,1,1
109,276,,,1,1
109,567,{Lv. Up;ITEM;rare-candy} while holding {Razor Claw;ITEM;razor-claw}<br/>at night,"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. Up</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> while holding <a href=""/items/razor-claw"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Razor Claw</span><img src=""https://cdn.pokedb.org/cbf8719639c20c1f305c0bde98f5a95afc7b678947b6dcff571752c87d05b061w20h20"" width=""20"" height=""20"" alt=""Item Icon for Razor Claw"" style=""width: 20px; height: 20px""></a><br>at night",2,1
109,277,,,1,2
109,1148,{Lv. Up;ITEM;rare-candy} while holding {Razor Claw;ITEM;razor-claw}<br/>during the day,"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. Up</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> while holding <a href=""/items/razor-claw"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Razor Claw</span><img src=""https://cdn.pokedb.org/cbf8719639c20c1f305c0bde98f5a95afc7b678947b6dcff571752c87d05b061w20h20"" width=""20"" height=""20"" alt=""Item Icon for Razor Claw"" style=""width: 20px; height: 20px""></a><br>during the day",2,2
110,278,,,1,1
110,279,{Lv. 30;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 30</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
110,1145,Use a {Peat Block;ITEM;peat-block} during a full moon in Hisui,"Use a <a href=""/items/peat-block"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Peat Block</span><img src=""https://cdn.pokedb.org/d48c8c2a43cb514ff0e48368ab5dfe8d1a4d6cb1584d336ffc533f09108856a0w20h20"" width=""20"" height=""20"" alt=""Item Icon for Peat Block"" style=""width: 20px; height: 20px""></a> during a full moon in Hisui",3,1
111,280,,,1,1
111,281,{Lv. 38;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 38</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
112,282,,,1,1
112,283,{Lv. 33;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 33</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
112,579,{Lv. Up;ITEM;rare-candy} while knowing {Ancient Power;MOVE;ancient-power},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. Up</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> while knowing <a href=""/moves/ancient-power"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Ancient Power</span></a>",3,1
113,284,,,1 / span 2,1
113,285,,,1,2
113,1098,{Lv. 38;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 38</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,2
114,286,,,1,1
114,287,{Lv. 25;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 25</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
115,288,,,1,1
116,563,,,1,1
116,289,{Lv. Up;ITEM;rare-candy} with a {Remoraid;POKEMON;remoraid} in the party,"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. Up</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> with a <a href=""/pokemon/remoraid"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Remoraid</span><img src=""https://cdn.pokedb.org/463be67863949dc0f550cb5297d499f4bb4d3da1e135f1093839aad109dbb7b8w40h40"" width=""20"" height=""20"" alt=""Pokemon Image for Remoraid"" style=""width: 20px; height: 20px""></a> in the party",2,1
117,290,,,1,1
118,291,,,1,1
118,292,{Lv. 24;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 24</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
119,295,,,1,1
119,296,{Lv. 25;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 25</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
120,298,,,1,1
120,1143,Use {Psyshield Bash;MOVE;psyshield-bash} 20 times in the agile style in Hisui,"Use <a href=""/moves/psyshield-bash"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Psyshield Bash</span></a> 20 times in the agile style in Hisui",2,1
121,299,,,1,1
122,305,,,1,1
123,307,,,1,1
124,308,,,1,1
125,309,,,1,1
126,310,,,1,1
126,311,{Lv. 30;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 30</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
126,312,{Lv. 55;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 55</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",3,1
127,314,,,1,1
128,315,,,1,1
129,316,,,1,1
130,317,,,1,1
130,318,{Lv. 16;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 16</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
130,319,{Lv. 36;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 36</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",3,1
131,321,,,1,1
131,322,{Lv. 16;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 16</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
131,323,{Lv. 36;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 36</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",3,1
132,325,,,1,1
132,326,{Lv. 16;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 16</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
132,327,{Lv. 36;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 36</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",3,1
133,329,,,1,1
133,330,{Lv. 18;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 18</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
134,331,,,1,1
134,333,{Lv. 20;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 20</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
134,332,,,1,2
134,334,{Lv. 20;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 20</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,2
134,1096,{Lv. 35;ITEM;rare-candy} at night,"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 35</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a> at night",3,2
135,335,,,1,1 / span 2
135,336,{Lv. 7;ITEM;rare-candy}<br/>50% chance,"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 7</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a><br>50% chance",2,1
135,337,{Lv. 10;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 10</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",3,1
135,338,{Lv. 7;ITEM;rare-candy}<br/>50% chance,"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 7</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a><br>50% chance",2,2
135,339,{Lv. 10;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 10</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",3,2
136,340,,,1,1
136,341,{Lv. 14;ITEM;rare-candy},"<a href=""/items/rare-candy"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Lv. 14</span><img src=""https://cdn.pokedb.org/9494f55be4a8eee84a7535bb018a01a8bb4f81fa42a32b3ff9ffab20db71a085w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rare Candy"" style=""width: 20px; height: 20px""></a>",2,1
